"SWINDON NEW",,,,,,,,,,,,
Grid ref,SU143846,Long,-1.795115,Lat,51.560102,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.60,1.34,1.02,3.19,3.45,0.53,3.72,0.86,1.31,0.92,,
February,4.82,1.05,0.90,1.34,3.12,0.60,2.08,1.42,0.82,0.45,,
March,0.87,2.46,1.35,3.56,1.30,3.24,1.66,0.90,3.47,3.44,,
April,1.31,2.04,1.70,2.22,1.46,2.50,0.80,3.44,3.27,1.42,,
May,1.63,2.06,2.07,5.31,2.45,0.16,1.74,1.81,1.86,1.33,,
June,2.33,1.77,3.07,6.54,1.13,4.37,3.34,1.98,0.71,3.18,,
July,1.18,2.65,0.97,2.22,2.68,0.46,1.00,2.65,1.99,2.73,,
August,2.09,1.86,3.49,3.84,2.15,4.11,1.33,1.40,3.46,2.47,,
September,0.45,1.44,0.92,2.53,1.35,1.26,0.75,0.56,2.13,3.21,,
October,2.52,1.36,1.43,5.80,0.75,1.67,5.26,6.40,1.35,5.08,,
November,2.14,0.61,1.90,1.83,1.72,3.80,3.55,1.98,1.32,0.81,,
December,4.04,4.14,1.84,1.55,1.99,0.97,1.90,4.32,1.98,3.62,,
Total,25.98,22.78,20.66,39.93,23.55,23.67,27.13,27.72,23.67,28.66,,
Calc annual,25.98,22.78,20.66,39.93,23.55,23.67,27.13,27.72,23.67,28.66,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,,
