"NEWBURY GREENHAM LODGE",,,,,,,,,,,,
Grid ref,SU490656,Long,-1.297217,Lat,51.387336,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.28,1.33,3.61,,,,,,,,
February,,1.39,1.25,1.78,,,,,,,,
March,,2.23,1.96,4.29,,,,,,,,
April,,3.03,1.46,2.19,,,,,,,,
May,,0.97,2.01,3.85,,,,,,,,
June,,0.85,3.49,5.37,,,,,,,,
July,,3.38,0.96,4.46,,,,,,,,
August,,1.76,4.26,4.11,,,,,,,,
September,,2.17,0.96,2.41,,,,,,,,
October,,1.72,2.13,8.54,,,,,,,,
November,,0.70,2.53,1.84,,,,,,,,
December,,4.55,1.89,2.34,,,,,,,,
Total,,24.03,24.23,44.79,,,,,,,,
Calc annual,0.00,24.03,24.23,44.79,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
