"SHEFFIELD TINSLEY LOCKS",,,,,,,,,,,,
Grid ref,SK395903,Long,-1.407280,Lat,53.408044,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.86,1.78,0.75,2.54,2.07,0.77,3.13,0.91,1.13,1.37,,
February,3.09,1.11,0.93,1.72,3.59,1.06,2.24,1.74,1.95,0.35,,
March,0.41,1.41,1.50,2.81,1.66,2.13,1.22,1.45,2.59,4.27,,
April,0.74,1.39,2.92,1.35,1.99,1.86,0.37,1.33,1.78,1.35,,
May,1.49,0.87,2.25,2.79,2.00,0.42,1.14,3.34,2.26,1.52,,
June,2.33,0.96,1.48,1.14,0.31,2.33,2.02,2.55,1.11,2.47,,
July,1.86,2.49,1.83,2.14,1.93,0.96,1.39,2.02,1.95,3.32,,
August,4.57,0.88,3.73,4.16,3.38,2.76,1.34,0.85,2.30,1.90,,
September,0.46,0.83,0.99,2.64,0.85,0.90,0.62,0.29,0.86,2.00,,
October,2.46,1.61,2.42,5.26,-999.00,1.29,4.41,4.57,0.70,2.16,,
November,2.27,3.24,2.26,1.11,1.61,2.93,2.47,2.44,1.07,0.16,,
December,3.68,5.27,2.35,0.99,1.24,0.15,0.94,1.90,1.52,4.28,,
Total,26.22,21.84,23.41,28.65,20.96,17.56,21.29,23.39,19.22,25.15,,
Calc annual,26.22,21.84,23.41,28.65,20.63,17.56,21.29,23.39,19.22,25.15,,
Difference,-0.00,0.00,0.00,-0.00,0.33,0.00,0.00,0.00,0.00,-0.00,,
