"BIRMINGHAM THE CRESCENT",,,,,,,,,,,,
Grid ref,SP061869,Long,-1.911612,Lat,52.479992,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.43,1.27,0.91,1.93,2.60,0.75,3.46,0.81,0.67,,,
February,4.14,1.38,1.44,1.27,3.45,0.47,1.94,1.00,0.95,,,
March,0.60,1.69,1.38,4.52,1.46,3.23,1.03,0.75,2.86,,,
April,0.87,1.83,2.58,1.41,0.89,1.95,1.32,1.77,2.28,,,
May,1.87,1.11,2.45,2.34,2.05,0.34,2.21,3.70,2.44,,,
June,2.36,2.47,2.37,1.64,0.29,2.54,2.64,2.08,3.03,,,
July,1.98,1.47,1.45,1.93,2.40,1.14,1.07,1.93,2.11,,,
August,2.52,2.01,4.74,4.61,1.63,3.81,0.66,2.12,2.43,,,
September,0.67,0.75,1.42,2.42,1.56,0.84,1.11,0.83,1.75,,,
October,2.93,1.79,2.05,6.09,0.40,1.39,4.54,4.86,1.94,,,
November,2.12,1.10,2.00,1.39,1.18,2.63,2.94,1.86,1.80,,,
December,4.66,4.65,1.71,1.70,1.78,0.77,1.29,3.18,1.91,,,
Total,28.15,21.52,24.50,31.25,19.69,19.86,24.21,24.89,24.17,,,
Calc annual,28.15,21.52,24.50,31.25,19.69,19.86,24.21,24.89,24.17,0.00,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
