"STRETTON LINDWAY RESERVOIR",,,,,,,,,,,,
Grid ref,SK357584,Long,-1.468008,Lat,53.121585,,,,,,,
Station no,2668,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.51,1.31,0.82,1.62,1.86,0.83,3.21,1.39,1.03,0.91,,
February,3.35,1.66,1.41,0.64,3.19,0.68,1.89,1.45,1.14,0.45,,
March,0.42,1.07,1.46,2.42,1.66,2.35,1.51,1.46,2.18,2.27,,
April,0.52,0.88,1.85,0.95,1.43,0.97,0.59,1.08,1.57,1.43,,
May,1.08,1.35,2.14,2.86,0.66,0.59,1.42,2.26,2.24,1.49,,
June,4.10,1.20,1.69,0.70,0.71,2.17,1.82,3.36,1.37,2.93,,
July,4.54,3.63,1.45,2.78,2.78,2.01,0.48,1.94,2.72,2.90,,
August,4.44,1.44,3.14,4.56,4.38,3.61,1.07,2.21,1.69,2.38,,
September,0.72,1.04,1.39,2.80,0.93,1.24,0.52,0.31,2.92,1.36,,
October,2.27,1.32,2.18,4.81,0.77,1.16,5.83,3.81,1.06,3.09,,
November,1.93,2.31,1.91,1.81,0.98,2.44,2.02,2.32,1.23,0.27,,
December,3.28,3.89,1.39,0.88,1.31,0.80,2.31,2.17,1.39,3.83,,
Total,30.16,21.10,20.83,26.83,20.66,18.85,22.67,23.76,20.54,23.31,,
Calc annual,30.16,21.10,20.83,26.83,20.66,18.85,22.67,23.76,20.54,23.31,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
