"CROYDON BURRISTONE SEWAGE WORKS",,,,,,,,,,,,
Grid ref,TQ351682,Long,-0.059419,Lat,51.396757,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.63,0.71,0.59,2.15,3.32,0.98,4.06,1.04,,,,
February,3.44,1.36,0.70,1.49,2.68,0.88,1.85,,,,,
March,0.76,2.58,1.48,2.09,1.44,2.85,0.94,,,,,
April,0.70,2.11,0.61,1.62,0.96,1.32,0.60,,,,,
May,1.25,0.99,2.34,3.27,2.12,0.88,1.25,,,,,
June,2.38,1.41,4.08,8.10,0.83,4.88,2.63,,,,,
July,1.00,1.48,1.32,4.46,1.22,0.63,0.90,,,,,
August,2.66,2.09,4.17,3.50,1.59,2.58,1.28,,,,,
September,0.57,1.10,1.96,2.00,1.38,1.96,1.38,,,,,
October,1.51,2.67,1.36,5.13,1.73,0.97,3.50,,,,,
November,2.07,0.64,1.76,2.50,1.42,3.88,3.83,,,,,
December,2.18,3.40,1.46,1.97,2.12,0.39,1.77,,,,,
Total,21.15,20.54,21.83,38.28,20.81,22.20,23.99,,,,,
Calc annual,21.15,20.54,21.83,38.28,20.81,22.20,23.99,1.04,0.00,0.00,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
