"DORCHESTER BISHOPS COURT",,,,,,,,,,,,
Grid ref,SU577941,Long,-1.167548,Lat,51.642749,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.45,1.45,0.72,2.35,2.26,0.51,2.88,0.65,1.47,0.67,,
February,2.65,1.16,1.12,0.97,3.08,0.38,1.35,0.84,0.79,0.55,,
March,0.69,1.79,1.30,3.04,1.15,2.79,1.44,0.94,2.81,2.16,,
April,0.77,2.41,1.20,2.08,1.11,1.78,0.53,1.85,3.08,1.50,,
May,1.10,1.58,1.98,3.26,3.26,0.81,1.74,1.93,1.37,1.67,,
June,2.23,1.49,2.06,5.61,0.98,3.42,2.58,2.63,0.95,3.78,,
July,1.30,2.74,0.75,2.42,2.30,1.14,0.74,2.67,1.73,2.25,,
August,2.96,1.90,2.75,3.37,2.06,2.78,1.33,1.51,3.10,2.75,,
September,0.26,1.97,1.57,2.09,1.57,1.44,0.92,0.58,1.97,2.42,,
October,2.18,1.33,1.42,6.26,1.13,1.33,4.46,5.63,1.22,3.13,,
November,1.72,0.62,2.13,1.74,1.53,2.85,3.10,2.00,1.10,0.70,,
December,3.25,3.18,1.29,1.14,2.12,0.86,2.25,3.65,1.87,2.06,,
Total,21.56,21.62,18.29,34.33,22.55,20.09,23.32,24.88,21.46,23.64,,
Calc annual,21.56,21.62,18.29,34.33,22.55,20.09,23.32,24.88,21.46,23.64,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
