"BERKELEY SHARPNESS NEW DOCK",,,,,,,,,,,,
Grid ref,SO669027,Long,-2.480577,Lat,51.722038,,,,,,,
Station no,2151,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.72,1.69,1.41,4.29,3.91,0.66,4.84,1.63,1.14,1.10,,
February,6.27,0.86,1.76,1.50,4.27,0.71,2.04,1.44,0.98,0.58,,
March,0.94,2.06,1.57,4.20,1.39,4.17,1.56,0.78,2.53,2.99,,
April,1.10,3.23,1.62,2.21,1.64,2.71,1.22,2.76,2.27,1.99,,
May,2.01,1.42,1.83,3.47,2.05,0.23,2.03,2.11,1.85,0.89,,
June,1.59,2.58,2.67,3.40,0.89,3.53,2.79,2.53,0.90,2.05,,
July,1.47,2.80,1.08,3.52,3.73,0.57,0.55,2.29,1.89,2.06,,
August,3.04,2.18,4.08,3.70,1.73,3.48,1.56,2.08,3.72,2.63,,
September,0.70,2.00,1.50,3.57,2.04,1.76,0.60,0.67,2.52,3.44,,
October,3.73,1.36,2.81,8.19,0.43,1.79,5.13,6.25,2.18,4.51,,
November,2.69,1.22,2.18,1.67,1.65,3.26,2.98,2.62,0.92,1.38,,
December,5.56,4.75,2.25,2.06,1.96,0.69,1.51,5.12,2.59,3.96,,
Total,32.82,26.15,24.76,41.78,25.69,23.56,26.81,30.28,23.49,27.58,,
Calc annual,32.82,26.15,24.76,41.78,25.69,23.56,26.81,30.28,23.49,27.58,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,,
