"BAMFORD",,,,,,,,,,,,
Grid ref,SK206831,Long,-1.692047,Lat,53.344399,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,4.16,3.67,2.47,5.27,1.78,2.63,2.22,,
February,,,,2.97,4.87,2.35,3.75,2.59,3.69,2.41,,
March,,,,5.09,1.93,4.29,3.33,3.83,3.89,4.06,,
April,,,,2.13,2.11,3.14,1.75,2.67,2.95,2.14,,
May,,,,2.36,2.82,0.63,2.05,3.76,3.48,2.60,,
June,,,,1.48,0.98,3.24,1.54,4.94,2.34,3.19,,
July,,,,2.70,1.71,2.11,2.36,2.91,2.90,3.60,,
August,,,,5.14,4.63,4.04,2.67,3.20,3.47,1.98,,
September,,,,4.73,1.42,2.04,1.09,0.51,2.71,2.69,,
October,,,,8.73,0.86,3.11,5.29,6.59,1.48,4.59,,
November,,,,3.58,3.50,5.22,4.74,3.54,3.21,1.36,,
December,,,,2.08,2.09,0.82,4.28,3.35,2.45,7.97,,
Total,,,,45.15,30.59,33.46,38.12,39.67,35.20,38.81,,
Calc annual,0.00,0.00,0.00,45.15,30.59,33.46,38.12,39.67,35.20,38.81,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
