"BRADFORD LEEMING RESERVOIR",,,,,,,,,,,,
Grid ref,SE042341,Long,-1.937710,Lat,53.803183,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.30,3.45,4.55,4.00,4.50,1.72,6.68,1.67,3.19,2.66,,
February,4.40,1.80,1.80,5.00,5.00,2.16,3.21,2.59,3.04,2.33,,
March,0.93,4.55,2.20,6.55,2.60,3.72,2.83,3.54,4.17,3.73,,
April,2.30,3.40,2.25,2.37,2.90,2.97,1.98,2.76,3.05,3.96,,
May,2.10,1.15,3.29,3.25,3.30,0.66,3.66,3.71,2.53,2.95,,
June,4.25,1.00,2.00,1.55,1.62,2.84,1.12,5.69,2.03,2.43,,
July,1.30,1.85,3.05,4.50,1.90,1.78,2.37,2.80,4.51,4.80,,
August,5.40,2.60,4.00,4.90,5.00,6.26,4.92,3.33,3.11,3.09,,
September,1.30,1.40,2.35,5.60,1.10,2.18,0.92,0.98,3.18,3.58,,
October,5.80,2.80,5.70,12.35,1.50,3.44,7.10,6.17,2.66,4.44,,
November,5.20,7.05,3.20,2.40,3.30,5.00,5.12,2.97,3.21,1.62,,
December,5.60,6.40,4.70,2.90,3.43,1.04,3.50,5.00,3.26,5.82,,
Total,44.88,37.45,39.09,55.37,36.15,33.77,43.41,41.21,37.94,41.41,,
Calc annual,44.88,37.45,39.09,55.37,36.15,33.77,43.41,41.21,37.94,41.41,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
