"FINSBURY PARK NEW RIVER WORKS",,,,,,,,,,,,
Grid ref,TQ322869,Long,-0.094087,Lat,51.565487,,,,,,,
Station no,49,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.79,0.56,0.73,1.99,2.02,1.11,3.75,0.85,1.74,0.63,,
February,3.59,0.80,1.19,0.70,2.41,0.67,1.77,1.03,1.47,0.42,,
March,0.67,1.92,1.89,2.34,1.40,2.85,0.81,0.96,2.19,2.36,,
April,0.92,1.98,0.46,1.95,1.08,1.79,0.52,3.06,2.31,1.75,,
May,0.87,0.92,2.29,2.34,1.77,0.86,1.09,1.66,1.89,1.69,,
June,2.05,1.11,2.75,5.96,0.67,3.76,3.05,1.87,1.00,3.62,,
July,1.36,3.15,1.01,4.96,2.09,0.88,0.35,2.70,3.03,2.95,,
August,2.80,1.63,4.07,3.80,2.03,2.35,0.71,1.86,2.70,1.40,,
September,0.78,1.86,1.10,2.77,1.13,2.19,1.81,0.76,1.03,2.43,,
October,1.76,2.06,1.42,5.98,1.48,1.27,3.05,2.39,1.88,3.50,,
November,1.91,0.50,1.48,1.53,1.63,2.70,3.95,2.23,0.55,0.69,,
December,2.55,2.94,1.44,1.16,1.71,0.73,2.06,3.75,1.52,2.32,,
Total,22.05,19.43,19.83,35.48,19.42,21.16,22.92,23.12,21.31,23.76,,
Calc annual,22.05,19.43,19.83,35.48,19.42,21.16,22.92,23.12,21.31,23.76,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
