"FRAMPTON COTTERELL PARK HOUSE",,,,,,,,,,,,
Grid ref,ST663817,Long,-2.487235,Lat,51.533193,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.32,1.83,1.36,,
February,,,,,,,,1.57,1.53,0.55,,
March,,,,,,,,0.82,2.38,2.92,,
April,,,,,,,,3.02,2.49,2.71,,
May,,,,,,,,2.39,1.09,1.47,,
June,,,,,,,,3.46,0.84,3.78,,
July,,,,,,,,3.05,2.20,2.04,,
August,,,,,,,,1.80,4.23,2.54,,
September,,,,,,,,0.55,2.24,3.30,,
October,,,,,,,,5.25,1.76,5.46,,
November,,,,,,,,2.70,1.10,1.32,,
December,,,,,,,,5.86,2.19,4.53,,
Total,,,,,,,,31.79,23.88,31.98,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.79,23.88,31.98,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,,
