"PLYMOUTH DRAKE'S RESERVOIR",,,,,,,,,,,,
Grid ref,SX481551,Long,-4.137618,Lat,50.376132,,,,,,,
Station no,1636,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.67,2.74,1.82,5.16,5.82,2.27,7.07,1.47,1.97,2.02,,
February,5.94,1.33,1.74,2.28,6.78,1.17,5.21,2.33,3.01,0.56,,
March,2.02,2.81,2.35,5.19,2.33,5.70,1.47,1.13,4.26,5.51,,
April,2.01,3.88,1.86,1.50,1.54,2.76,1.13,4.96,3.22,1.80,,
May,1.69,1.35,1.69,1.97,3.63,0.86,3.94,3.40,2.07,0.94,,
June,3.72,1.52,3.21,3.61,1.15,2.47,1.96,2.70,0.49,3.12,,
July,1.14,3.94,1.86,4.01,5.92,0.75,1.70,1.56,2.00,3.54,,
August,2.79,2.16,2.01,3.92,3.53,4.44,2.47,2.27,5.06,1.77,,
September,1.59,4.06,2.13,4.46,3.36,1.62,0.98,2.05,3.09,0.81,,
October,2.29,2.32,2.88,8.26,2.44,1.68,4.26,6.12,1.92,7.08,,
November,4.41,0.61,5.82,1.98,1.99,6.05,3.33,4.17,1.20,1.20,,
December,6.45,7.12,3.51,5.74,4.25,1.71,3.38,5.12,5.13,6.74,,
Total,39.72,33.84,30.88,48.08,42.74,31.48,36.90,37.28,33.42,35.09,,
Calc annual,39.72,33.84,30.88,48.08,42.74,31.48,36.90,37.28,33.42,35.09,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
