"HAWKHURST (BODIAM)",,,,,,,,,,,,
Grid ref,TQ772243,Long,0.523533,Lat,50.990822,,,,,,,
Station no,561/2,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.85,1.33,,
February,,,,,,,,,1.01,0.28,,
March,,,,,,,,,2.71,3.12,,
April,,,,,,,,,1.94,2.03,,
May,,,,,,,,,1.37,1.25,,
June,,,,,,,,,2.12,2.26,,
July,,,,,,,,,2.29,3.95,,
August,,,,,,,,,3.76,2.58,,
September,,,,,,,,,1.91,3.20,,
October,,,,,,,,,2.02,8.53,,
November,,,,,,,,,1.02,0.87,,
December,,,,,,,,,3.24,5.93,,
Total,,,,,,,,,25.24,35.33,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.24,35.33,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
