"EASTHAM HOUSE",,,,,,,,,,,,
Grid ref,SJ361798,Long,-2.960520,Lat,53.311264,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.04,1.86,2.10,,
February,,,,,,,,1.47,2.13,0.67,,
March,,,,,,,,2.13,3.00,2.68,,
April,,,,,,,,1.33,3.36,2.12,,
May,,,,,,,,3.18,2.57,1.55,,
June,,,,,,,,4.54,2.11,4.06,,
July,,,,,,,,1.92,2.86,3.43,,
August,,,,,,,,3.34,2.58,3.03,,
September,,,,,,,,0.63,3.11,2.58,,
October,,,,,,,,3.47,1.96,3.68,,
November,,,,,,,,2.80,2.16,1.10,,
December,,,,,,,,2.04,1.90,6.21,,
Total,,,,,,,,27.89,29.60,33.21,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.89,29.60,33.21,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
