"BASING FARM SCHOOL",,,,,,,,,,,,
Grid ref,SU670528,Long,-1.040979,Lat,51.270422,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.71,,,
February,,,,,,,,,1.09,,,
March,,,,,,,,,3.26,,,
April,,,,,,,,,3.60,,,
May,,,,,,,,,2.01,,,
June,,,,,,,,,0.77,,,
July,,,,,,,,,2.25,,,
August,,,,,,,,,2.39,,,
September,,,,,,,,,3.58,,,
October,,,,,,,,,1.82,,,
November,,,,,,,,,0.81,,,
December,,,,,,,,,2.33,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.62,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
