"ILMINSTER BAY HOUSE",,,,,,,,,,,,
Grid ref,ST365145,Long,-2.904875,Lat,50.926443,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.84,,,,,,,,,,,
February,6.15,,,,,,,,,,,
March,1.32,,,,,,,,,,,
April,1.15,,,,,,,,,,,
May,1.92,,,,,,,,,,,
June,2.08,,,,,,,,,,,
July,0.79,,,,,,,,,,,
August,2.13,,,,,,,,,,,
September,0.74,,,,,,,,,,,
October,2.61,,,,,,,,,,,
November,3.00,,,,,,,,,,,
December,5.16,,,,,,,,,,,
Total,31.89,,,,,,,,,,,
Calc annual,31.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
