"OTLEY SEWAGE FARM",,,,,,,,,,,,
Grid ref,SE222462,Long,-1.663537,Lat,53.911481,,,,,,,
Station no,3316,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.26,2.30,1.42,1.90,2.40,0.61,3.83,1.23,1.36,1.30,,
February,5.31,1.23,1.18,2.69,3.65,1.39,2.08,1.57,1.36,0.48,,
March,0.42,1.76,1.08,3.90,1.82,2.21,2.09,2.04,2.92,3.41,,
April,1.52,2.53,1.43,1.45,1.40,2.01,0.53,1.32,1.94,2.55,,
May,1.45,0.90,2.65,3.43,2.58,0.56,2.24,3.32,2.31,1.39,,
June,3.40,1.16,1.90,1.81,1.45,1.67,1.14,4.28,0.62,2.37,,
July,2.72,1.26,2.36,4.02,2.98,1.15,2.03,2.72,3.03,3.05,,
August,4.83,1.23,3.07,3.00,3.63,4.11,2.88,1.71,1.75,2.60,,
September,0.55,0.91,1.15,4.07,0.97,1.52,0.63,0.86,3.20,1.85,,
October,3.73,1.89,3.12,8.14,0.64,1.96,4.11,5.99,1.55,1.81,,
November,3.08,4.00,2.01,1.55,2.24,4.17,3.28,2.36,1.68,0.73,,
December,3.31,4.10,2.29,1.42,1.80,0.30,2.33,4.07,1.78,4.04,,
Total,33.58,23.27,23.66,37.38,25.56,21.66,27.17,31.47,23.50,25.58,,
Calc annual,33.58,23.27,23.66,37.38,25.56,21.66,27.17,31.47,23.50,25.58,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
