"BAMFORD ENGINEERS OFFICE",,,,,,,,,,,,
Grid ref,SK213829,Long,-1.681546,Lat,53.342574,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,4.50,1.58,2.46,1.86,,
February,,,,,,,3.40,2.00,2.98,2.31,,
March,,,,,,,3.28,3.11,3.45,3.64,,
April,,,,,,,1.63,3.07,2.89,1.70,,
May,,,,,,,2.30,3.69,3.09,2.65,,
June,,,,,,,1.58,4.47,2.20,3.43,,
July,,,,,,,2.56,2.76,2.86,3.42,,
August,,,,,,,2.67,3.20,3.11,1.86,,
September,,,,,,,1.02,0.46,2.47,2.64,,
October,,,,,,,5.34,7.00,1.43,3.86,,
November,,,,,,,5.42,3.44,2.66,1.03,,
December,,,,,,,3.57,2.81,1.90,6.77,,
Total,,33.49,30.08,39.87,-999.00,30.70,37.27,37.59,31.50,35.17,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,37.27,37.59,31.50,35.17,,
Difference,NaN,33.49,30.08,39.87,-999.00,30.70,0.00,0.00,0.00,0.00,,
