"CRICKET ST THOMAS, CRICKET HOUSE",,,,,,,,,,,,
Grid ref,ST373086,Long,-2.892479,Lat,50.873482,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.63,4.12,0.69,4.67,5.67,0.98,7.50,1.13,1.21,1.54,,
February,7.25,1.75,2.44,2.05,6.09,0.65,4.30,1.67,2.34,0.57,,
March,1.67,3.43,1.95,4.90,2.23,6.16,1.55,0.71,4.57,2.86,,
April,1.39,3.63,1.20,2.22,1.29,1.95,0.85,4.11,2.28,5.80,,
May,2.63,1.92,3.02,4.49,2.40,0.11,2.75,2.38,2.51,1.99,,
June,2.31,1.80,4.38,3.06,1.41,3.60,0.92,1.91,0.25,3.53,,
July,0.95,2.49,3.36,4.75,5.40,0.29,1.28,1.65,2.58,3.61,,
August,2.72,1.21,4.13,4.56,4.61,3.06,1.54,1.68,3.32,2.48,,
September,1.87,4.86,2.91,5.28,2.67,2.20,1.18,0.88,2.80,2.56,,
October,0.75,2.86,3.07,9.57,1.54,2.47,6.95,10.08,4.68,7.07,,
November,2.59,1.12,6.20,2.09,1.78,6.13,4.59,4.12,1.86,0.92,,
December,7.75,8.13,2.90,5.01,3.76,1.09,1.27,5.95,4.10,6.85,,
Total,37.51,37.32,36.25,52.65,38.85,28.69,34.68,36.27,32.50,39.78,,
Calc annual,37.51,37.32,36.25,52.65,38.85,28.69,34.68,36.27,32.50,39.78,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
