"RIVINGTON STONESHOUSE NO 1",,,,,,,,,,,,
Grid ref,SD621162,Long,-2.574727,Lat,53.640931,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.97,2.91,3.81,3.03,3.93,1.58,6.10,1.62,2.82,2.10,,
February,3.77,1.99,2.63,3.46,4.53,1.73,3.65,1.63,3.91,1.41,,
March,0.90,3.61,2.89,4.18,3.01,3.40,3.18,3.28,3.54,3.85,,
April,2.17,2.98,2.84,1.74,2.37,2.71,1.86,2.13,3.19,3.64,,
May,2.23,1.00,4.19,3.94,2.14,1.05,4.17,4.08,3.45,3.10,,
June,2.61,2.35,1.88,2.00,2.58,2.22,2.76,8.08,1.89,3.90,,
July,2.59,2.06,4.65,4.99,1.79,2.64,2.05,3.84,5.09,6.76,,
August,6.71,3.11,2.97,5.92,4.62,4.63,4.40,4.96,3.47,3.94,,
September,3.10,1.18,2.77,5.99,1.52,2.71,1.77,1.15,5.63,2.91,,
October,5.87,3.58,5.16,8.66,3.32,4.40,7.02,3.33,2.16,6.75,,
November,5.17,4.85,3.14,4.34,3.25,5.20,3.43,3.61,3.07,2.07,,
December,5.64,4.10,3.55,2.67,3.78,1.24,5.00,3.57,2.40,6.89,,
Total,46.73,33.72,40.48,50.92,36.84,33.51,45.39,41.28,40.62,47.32,,
Calc annual,46.73,33.72,40.48,50.92,36.84,33.51,45.39,41.28,40.62,47.32,,
Difference,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
