"CHIPSTEAD HOW GREEN RESERVOIR",,,,,,,,,,,,
Grid ref,TQ282581,Long,-0.162181,Lat,51.307587,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.64,1.17,,
February,,,,,,,,,1.25,0.70,,
March,,,,,,,,,3.22,4.00,,
April,,,,,,,,,2.29,2.15,,
May,,,,,,,,,2.45,1.31,,
June,,,,,,,,,1.54,3.35,,
July,,,,,,,,,3.92,3.90,,
August,,,,,,,,,4.43,2.29,,
September,,,,,,,,,1.48,3.49,,
October,,,,,,,,,2.53,5.09,,
November,,,,,,,,,0.75,1.02,,
December,,,,,,,,,2.63,3.93,,
Total,,,,,,,,,28.13,32.40,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.13,32.40,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
