"CHRISTIAN MALFORD THE COMEDY",,,,,,,,,,,,
Grid ref,ST972796,Long,-2.041743,Lat,51.515316,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,4.31,,,,,
February,,,,,,,2.30,,,,,
March,,,,,,,2.00,,,,,
April,,,,,,,1.13,,,,,
May,,,,,,,2.01,,,,,
June,,,,,,,3.23,,,,,
July,,,,,,0.56,1.04,,,,,
August,,,,,,4.31,1.66,,,,,
September,,,,,,1.99,0.82,,,,,
October,,,,,,1.76,6.12,,,,,
November,,,,,,4.11,3.35,,,,,
December,,,,,,0.92,1.65,,,,,
Total,,,,,,,29.62,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,13.65,29.62,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,,
