"NOTTINGHAM WATERLOO PROMENADE",,,,,,,,,,,,
Grid ref,SK560407,Long,-1.167773,Lat,52.960754,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.22,1.19,,,
February,,,,,,,,1.62,1.48,,,
March,,,,,,,,1.39,2.64,,,
April,,,,,,,,2.22,2.06,,,
May,,,,,,,,3.16,2.09,,,
June,,,,,,,,2.39,1.38,,,
July,,,,,,,,2.49,3.12,,,
August,,,,,,,,2.36,3.07,,,
September,,,,,,,,0.63,1.41,,,
October,,,,,,,,3.54,0.90,,,
November,,,,,,,,1.75,,,,
December,,,,,,,,2.71,,,,
Total,,,,,,,,25.48,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.48,19.34,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,,
