"STRATHBLANE MUGDOCK RESERVOIR",,,,,,,,,,,,
Grid ref,NS557755,Long,-4.312500,Lat,55.950795,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.10,3.40,3.60,6.10,3.10,2.95,4.45,3.15,5.95,6.15,,
February,3.10,1.45,1.80,6.00,3.20,2.80,2.85,4.00,3.65,3.15,,
March,0.30,1.80,3.10,7.00,1.75,3.45,3.25,5.80,5.40,2.15,,
April,2.75,2.70,0.85,1.20,4.00,2.60,1.90,2.35,1.40,4.75,,
May,2.70,1.60,2.05,2.00,3.30,2.25,4.35,4.90,3.70,3.70,,
June,4.40,3.05,1.90,2.70,1.75,0.85,1.50,5.15,2.85,2.90,,
July,4.75,2.30,3.40,3.95,3.30,3.20,2.60,3.45,3.65,4.10,,
August,4.10,4.65,2.90,6.35,4.35,3.35,4.35,7.55,4.05,3.80,,
September,4.05,3.00,2.70,3.60,3.70,3.00,2.15,2.40,8.70,2.45,,
October,6.70,3.65,1.95,8.70,1.80,2.45,5.20,5.95,1.95,6.00,,
November,5.30,3.45,2.60,2.75,2.35,3.60,3.40,4.00,3.90,2.95,,
December,6.95,4.25,4.75,2.85,4.15,3.70,4.05,7.10,4.10,4.90,,
Total,50.20,35.30,31.60,53.20,36.75,34.20,40.05,55.80,49.30,47.00,,
Calc annual,50.20,35.30,31.60,53.20,36.75,34.20,40.05,55.80,49.30,47.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
