"FLEET",,,,,,,,,,,,
Grid ref,SU808545,Long,-0.842820,Lat,51.283918,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.78,,
February,,,,,,,,,,0.44,,
March,,,,,,,,,,4.90,,
April,,,,,,,,,,1.68,,
May,,,,,,,,,,1.75,,
June,,,,,,,,,,4.44,,
July,,,,,,,,,,2.75,,
August,,,,,,,,,,1.65,,
September,,,,,,,,,,2.95,,
October,,,,,,,,,,4.96,,
November,,,,,,,,,,0.66,,
December,,,,,,,,,,3.44,,
Total,,,,,,,,,,30.40,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.40,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
