"THIRSK MOUNT ST JOHN",,,,,,,,,,,,
Grid ref,SE472850,Long,-1.276954,Lat,54.258501,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,0.39,2.68,0.56,1.08,0.54,,
February,,,,,,1.03,1.64,1.55,2.09,0.78,,
March,,,,,,1.91,2.08,0.87,2.44,3.65,,
April,,,,,,2.60,1.12,2.30,3.15,2.09,,
May,,,,,,1.20,2.85,3.06,1.43,1.05,,
June,,,,,,1.35,1.40,3.47,0.34,2.67,,
July,,,,,,1.34,1.53,1.61,3.91,2.71,,
August,,,,,,2.71,2.36,2.00,1.85,3.49,,
September,,,,,,2.79,0.49,0.80,2.49,2.26,,
October,,,,,,1.94,4.91,4.14,1.07,2.91,,
November,,,,,,4.44,2.58,2.45,1.71,0.85,,
December,,,,,,0.30,2.57,2.96,1.41,3.93,,
Total,,,,,,22.00,26.21,25.77,22.97,26.93,,
Calc annual,0.00,0.00,0.00,0.00,0.00,22.00,26.21,25.77,22.97,26.93,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,-0.00,0.00,,
