"BOOKHAM LODGE",,,,,,,,,,,,
Grid ref,TQ128574,Long,-0.383236,Lat,51.304553,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.41,,,,,,,,,,,
February,4.98,,,,,,,,,,,
March,1.01,,,,,,,,,,,
April,1.02,,,,,,,,,,,
May,1.05,,,,,,,,,,,
June,1.76,,,,,,,,,,,
July,1.04,,,,,,,,,,,
August,2.70,,,,,,,,,,,
September,0.63,,,,,,,,,,,
October,1.88,,,,,,,,,,,
November,1.96,,,,,,,,,,,
December,2.19,,,,,,,,,,,
Total,23.63,,,,,,,,,,,
Calc annual,23.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
