"GLASTONBURY STREET (MILLFIELD)",,,,,,,,,,,,
Grid ref,ST487359,Long,-2.734341,Lat,51.120077,,,,,,,
Station no,38353,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.41,2.43,1.18,3.65,3.14,0.97,4.69,1.23,0.90,1.30,,
February,3.50,0.92,1.89,1.46,3.98,0.87,2.22,1.57,1.10,0.54,,
March,1.44,1.59,2.26,3.27,1.14,3.39,1.83,0.70,3.46,2.59,,
April,1.42,2.32,1.77,2.57,1.01,2.94,1.18,4.90,2.02,2.78,,
May,3.06,0.72,2.24,2.56,2.50,0.19,4.08,2.48,1.45,0.91,,
June,2.21,0.66,3.61,3.17,0.99,4.18,2.50,2.09,0.55,2.76,,
July,1.08,2.37,1.39,2.60,3.70,1.04,1.16,2.03,1.91,2.26,,
August,2.37,1.87,3.00,3.97,2.76,5.19,2.69,3.02,3.17,1.93,,
September,0.39,2.23,2.03,3.31,2.18,1.50,0.65,0.87,2.31,2.31,,
October,2.96,2.18,2.21,7.38,1.76,1.67,4.73,5.88,1.77,4.77,,
November,3.10,0.68,3.15,1.92,2.67,3.98,2.51,2.87,1.15,0.72,,
December,5.50,5.19,1.80,2.76,2.57,1.00,2.06,4.31,3.25,4.03,,
Total,31.44,23.16,26.53,38.62,28.40,26.92,30.30,31.95,23.04,26.90,,
Calc annual,31.44,23.16,26.53,38.62,28.40,26.92,30.30,31.95,23.04,26.90,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
