"DEPTFORD PUMPING STATION",,,,,,,,,,,,
Grid ref,TQ377772,Long,-0.018573,Lat,51.477008,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.49,0.80,0.69,1.99,2.19,1.00,4.20,0.99,1.23,0.83,,
February,3.85,0.85,0.87,1.39,3.24,0.70,1.80,1.32,1.66,0.38,,
March,1.15,2.30,1.53,2.42,1.32,3.69,1.01,0.92,2.09,3.43,,
April,1.01,2.00,0.42,1.79,1.00,1.46,0.71,3.13,2.43,1.84,,
May,1.51,1.89,3.39,2.59,1.72,1.53,1.63,1.78,1.72,1.24,,
June,2.72,0.82,3.28,6.95,1.22,4.82,2.96,2.81,2.37,3.75,,
July,1.53,2.31,1.36,5.51,2.74,0.93,0.40,1.04,4.06,3.41,,
August,2.92,1.93,2.47,5.51,0.69,2.84,1.45,2.36,3.78,1.81,,
September,1.07,1.99,2.46,2.50,1.96,2.45,2.32,0.52,1.48,2.41,,
October,1.78,2.93,1.27,5.20,1.68,0.82,3.50,3.62,2.36,4.44,,
November,2.03,0.81,1.26,2.36,1.79,3.10,4.56,2.52,0.78,0.83,,
December,2.50,3.33,1.85,1.39,2.27,0.79,2.25,3.16,1.56,2.59,,
Total,24.56,21.96,20.85,39.60,21.82,24.13,26.79,24.17,25.52,26.96,,
Calc annual,24.56,21.96,20.85,39.60,21.82,24.13,26.79,24.17,25.52,26.96,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
