"KETTERING, BURTON LATIMER WATER WORKS,",,,,,,,,,,,,
Grid ref,SP901793,Long,-0.677026,Lat,52.404302,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.11,0.93,,
February,,,,,,,,,0.87,0.44,,
March,,,,,,,,,2.10,2.36,,
April,,,,,,,,,2.63,1.37,,
May,,,,,,,,,1.36,1.59,,
June,,,,,,,,,1.21,3.20,,
July,,,,,,,,,1.70,2.70,,
August,,,,,,,,,1.96,1.65,,
September,,,,,,,,,2.05,2.04,,
October,,,,,,,,,1.33,3.42,,
November,,,,,,,,,0.84,0.59,,
December,,,,,,,,,1.55,3.54,,
Total,,,,,,,,,18.71,23.83,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.71,23.83,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,,
