"TUNBRIDGE SPELDHURST RECTORY",,,,,,,,,,,,
Grid ref,TQ553413,Long,0.219044,Lat,51.149894,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.36,0.92,0.92,2.06,4.40,1.27,4.02,1.28,1.34,1.12,,
February,4.66,1.92,1.12,1.42,3.23,0.79,2.31,1.37,1.02,0.60,,
March,1.16,2.06,1.38,2.46,1.80,3.66,1.75,0.83,2.59,3.99,,
April,0.88,1.98,0.76,2.18,0.99,2.65,1.20,2.97,2.26,1.62,,
May,1.06,0.59,2.70,1.69,2.60,1.40,1.65,2.03,1.60,1.93,,
June,3.08,1.07,2.88,4.67,0.98,4.01,2.47,2.00,2.35,3.04,,
July,1.72,1.72,1.55,5.25,1.00,0.39,0.85,1.19,3.51,2.94,,
August,2.05,1.49,3.34,3.35,1.57,2.39,0.88,1.88,4.41,2.24,,
September,0.83,1.17,0.45,1.93,1.55,2.00,1.41,0.50,1.72,3.55,,
October,2.64,2.98,1.91,5.81,1.92,1.53,4.55,4.57,1.84,5.54,,
November,3.00,0.69,2.30,2.11,1.43,4.59,6.26,2.14,0.98,1.06,,
December,3.41,4.26,1.49,2.26,3.36,0.72,1.90,2.84,2.83,3.64,,
Total,27.85,20.85,20.80,35.19,24.83,25.40,29.25,23.60,26.45,31.27,,
Calc annual,27.85,20.85,20.80,35.19,24.83,25.40,29.25,23.60,26.45,31.27,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
