"PUTNEY VALE CEMETERY",,,,,,,,,,,,
Grid ref,TQ221726,Long,-0.244672,Lat,51.439245,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.30,,,,,,,,,,,
February,3.58,,,,,,,,,,,
March,0.93,,,,,,,,,,,
April,0.87,,,,,,,,,,,
May,0.92,,,,,,,,,,,
June,2.68,,,,,,,,,,,
July,1.22,,,,,,,,,,,
August,3.26,,,,,,,,,,,
September,0.56,,,,,,,,,,,
October,1.55,,,,,,,,,,,
November,1.62,,,,,,,,,,,
December,2.22,,,,,,,,,,,
Total,21.71,,,,,,,,,,,
Calc annual,21.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
