"SHERBORNE CASTLE",,,,,,,,,,,,
Grid ref,ST649163,Long,-2.500986,Lat,50.945062,,,,,,,
Station no,1544,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.00,3.22,1.25,3.09,4.35,0.92,5.42,0.92,1.13,1.25,,
February,5.55,1.31,1.28,1.70,5.11,0.87,2.83,1.57,1.09,0.87,,
March,1.95,2.13,2.07,4.62,1.68,4.43,1.20,0.77,3.43,4.59,,
April,1.63,2.63,2.20,3.78,1.37,2.00,0.88,4.62,2.49,2.14,,
May,2.16,1.92,2.48,3.51,3.01,0.43,3.87,1.66,1.91,1.45,,
June,2.74,0.94,3.52,2.86,0.71,3.42,2.08,1.86,0.45,3.13,,
July,0.91,2.64,1.89,3.30,3.02,0.33,1.87,1.32,2.00,3.16,,
August,2.40,2.00,3.73,3.99,3.44,4.14,1.24,2.16,2.99,2.25,,
September,0.62,2.94,1.54,2.87,2.07,1.30,0.91,0.59,2.97,3.85,,
October,3.31,2.29,2.53,6.72,2.06,2.04,5.22,6.63,2.57,6.76,,
November,3.08,0.87,4.04,1.99,1.36,4.32,3.04,3.52,1.37,1.07,,
December,5.71,6.15,1.64,3.38,3.81,0.76,1.84,4.69,3.71,4.94,,
Total,34.06,29.04,28.17,41.81,31.99,24.96,30.40,30.31,26.11,35.46,,
Calc annual,34.06,29.04,28.17,41.81,31.99,24.96,30.40,30.31,26.11,35.46,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
