"PENDLE HILL OGDEN RESERVOIR",,,,,,,,,,,,
Grid ref,SD816398,Long,-2.281202,Lat,53.854100,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.73,2.38,4.67,5.27,4.36,3.07,6.43,2.47,5.81,2.46,,
February,5.56,2.12,1.52,6.40,4.20,3.59,2.54,3.11,3.81,5.58,,
March,0.53,2.79,4.13,6.25,2.52,3.66,2.92,5.22,3.46,2.99,,
April,2.96,3.45,2.57,3.63,4.52,2.36,1.22,2.31,2.50,4.74,,
May,1.81,1.44,3.52,2.93,3.23,1.02,4.54,4.90,3.48,2.61,,
June,3.56,1.86,1.64,2.51,1.64,3.54,1.50,9.37,2.73,2.65,,
July,3.12,1.64,4.54,5.01,1.94,3.20,2.22,3.49,6.99,8.47,,
August,6.33,3.70,4.26,7.53,5.83,4.48,4.47,6.87,4.96,3.43,,
September,2.78,0.87,1.34,6.07,1.92,3.60,1.34,1.36,5.42,3.51,,
October,7.37,4.36,5.83,12.17,2.56,4.34,5.56,4.75,1.82,6.14,,
November,4.80,9.31,3.02,3.89,5.61,4.67,4.50,3.07,4.22,2.68,,
December,5.14,6.15,4.40,3.10,3.96,2.29,4.18,6.77,3.90,7.32,,
Total,48.69,40.07,41.44,64.76,42.29,39.82,41.42,53.69,49.10,52.58,,
Calc annual,48.69,40.07,41.44,64.76,42.29,39.82,41.42,53.69,49.10,52.58,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
