"BRIGHTON ROEDEAN SCHOOL",,,,,,,,,,,,
Grid ref,TQ351031,Long,-0.083768,Lat,50.811704,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,0.62,3.29,0.83,,,,
February,,,,,,0.41,1.80,0.69,,,,
March,,,,,,3.56,1.15,0.49,,,,
April,,,,,,,1.53,2.80,,,,
May,,,,,,-999.00,1.71,1.17,,,,
June,,,,,,4.00,2.37,1.69,,,,
July,,,,,,0.35,0.18,0.62,,,,
August,,,,,,1.96,0.73,0.59,,,,
September,,,,,,2.44,0.93,0.34,,,,
October,,,,,,1.72,3.71,3.29,,,,
November,,,,,,3.75,4.57,1.69,,,,
December,,,,,,0.53,,1.74,,,,
Total,,,,,,21.30,,15.94,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,19.34,21.97,15.94,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,1.96,NaN,0.00,NaN,NaN,,
