"SHREWSBURY SCHOOL",,,,,,,,,,,,
Grid ref,SJ485120,Long,-2.763597,Lat,52.703208,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,0.94,1.38,,
February,,,,,,,,,1.44,1.11,,
March,,,,,,,,,3.42,2.32,,
April,,,,,,,,,2.61,2.02,,
May,,,,,,,,,1.67,0.36,,
June,,,,,,,,,2.49,3.96,,
July,,,,,,,,,2.95,2.49,,
August,,,,,,,,,3.17,1.94,,
September,,,,,,,,,2.39,2.13,,
October,,,,,,,,,1.71,3.03,,
November,,,,,,,,,1.80,0.66,,
December,,,,,,,,,2.51,4.05,,
Total,,,,,,,,,27.10,25.45,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.10,25.45,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,,
