"EAST MARTON MARTON HOUSE",,,,,,,,,,,,
Grid ref,SD905509,Long,-2.146253,Lat,53.954105,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.07,2.65,,,,,,,,,,
February,5.32,1.16,,,,,,,,,,
March,0.77,3.44,,,,,,,,,,
April,2.07,2.48,,,,,,,,,,
May,2.17,1.28,,,,,,,,,,
June,3.41,1.23,,,,,,,,,,
July,3.17,2.29,,,,,,,,,,
August,4.74,2.23,,,,,,,,,,
September,1.89,1.22,,,,,,,,,,
October,6.21,2.69,,,,,,,,,,
November,4.13,5.85,,,,,,,,,,
December,5.20,5.69,,,,,,,,,,
Total,44.15,32.21,,,,,,,,,,
Calc annual,44.15,32.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
