"NEWPORT FRIAR STREET YARD",,,,,,,,,,,,
Grid ref,ST312879,Long,-2.994414,Lat,51.585737,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.66,1.93,2.12,5.25,5.61,1.05,7.17,3.07,2.58,1.71,,
February,7.63,0.93,1.79,2.47,5.92,0.98,4.02,2.04,2.18,0.67,,
March,1.00,2.39,2.35,5.69,1.88,6.22,2.67,2.04,3.65,5.38,,
April,1.64,4.62,2.28,2.40,2.22,2.65,1.02,3.06,3.45,2.37,,
May,2.98,1.06,1.72,4.02,3.40,0.24,3.61,3.93,2.18,1.57,,
June,2.37,3.08,2.99,2.02,1.01,3.30,3.05,4.01,0.89,2.50,,
July,1.45,2.61,1.46,2.95,4.97,0.82,0.85,3.14,3.40,2.39,,
August,3.92,3.38,4.23,4.93,2.63,4.80,2.75,3.72,6.36,2.88,,
September,1.53,2.39,2.49,4.13,2.36,2.52,1.12,0.91,3.15,4.62,,
October,5.26,2.07,3.75,9.63,1.42,2.44,6.95,6.48,2.38,7.76,,
November,3.94,1.02,3.94,1.97,2.28,3.83,3.51,3.29,1.65,2.44,,
December,7.95,6.70,4.30,3.45,3.18,1.45,2.09,8.10,3.89,8.43,,
Total,45.33,32.18,33.42,48.91,36.88,30.30,38.81,43.79,35.76,42.72,,
Calc annual,45.33,32.18,33.42,48.91,36.88,30.30,38.81,43.79,35.76,42.72,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
