"BROCKWELL PARK",,,,,,,,,,,,
Grid ref,TQ316738,Long,-0.107622,Lat,51.447904,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.23,4.05,0.98,1.32,1.02,,
February,,,,,,0.67,1.83,1.37,1.45,0.68,,
March,,,,,,3.99,1.14,0.97,2.63,3.35,,
April,,,,,,1.85,0.82,4.06,2.57,1.66,,
May,,,,,,0.95,1.62,2.10,2.06,1.43,,
June,,,,,,6.07,3.62,3.02,3.17,4.21,,
July,,,,,1.77,0.87,0.65,1.20,4.18,3.79,,
August,,,,,1.83,3.72,1.01,2.33,3.94,1.93,,
September,,,,,1.31,2.37,2.59,0.66,1.38,2.74,,
October,,,,,1.98,1.10,3.61,3.64,2.35,4.65,,
November,,,,,1.81,3.53,4.07,2.90,0.79,1.03,,
December,,,,,2.52,0.63,2.64,3.17,2.55,2.52,,
Total,,,,,,26.98,27.65,26.40,28.39,29.01,,
Calc annual,0.00,0.00,0.00,0.00,11.22,26.98,27.65,26.40,28.39,29.01,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,-0.00,0.00,,
