"NOTTINGHAM WILFORD HILL RESERVOIR",,,,,,,,,,,,
Grid ref,SK580350,Long,-1.139020,Lat,52.909309,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.92,1.06,1.01,,
February,,,,,,,,0.95,1.12,0.58,,
March,,,,,,,,1.20,2.45,2.46,,
April,,,,,,,,1.91,2.07,1.30,,
May,,,,,,,,3.13,2.24,1.11,,
June,,,,,,,,2.57,1.28,2.17,,
July,,,,,,,,2.30,2.66,3.52,,
August,,,,,,,,2.50,3.02,2.66,,
September,,,,,,,,0.64,1.26,2.21,,
October,,,,,,,,3.50,1.10,2.59,,
November,,,,,,,,1.63,1.24,0.59,,
December,,,,,,,,2.49,1.07,3.61,,
Total,,,,,,,,23.74,20.57,23.81,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.74,20.57,23.81,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,,
