"HENLEY-ON-THAMES, GREYS ROAD",,,,,,,,,,,,
Grid ref,SU758822,Long,-0.908588,Lat,51.533627,,,,,,,
Station no,1076,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,2.97,,,,1.70,0.86,,
February,,,,,3.08,,,,1.46,0.27,,
March,,,,,1.20,,,,3.05,2.95,,
April,,,,,1.42,,,,3.82,1.65,,
May,,,,,2.89,,,,1.83,1.60,,
June,,,,,0.89,,,,1.04,4.55,,
July,,,,3.14,1.70,,,,2.36,2.69,,
August,,,,3.27,2.01,,,,3.17,2.06,,
September,,,,1.92,1.51,,,,2.10,3.23,,
October,,,,7.93,1.57,,,,1.74,4.38,,
November,,,,2.49,1.74,,,,0.99,0.47,,
December,,,,2.25,2.84,,,,2.45,2.68,,
Total,,,,,23.82,23.63,25.44,26.27,25.71,27.39,,
Calc annual,0.00,0.00,0.00,21.00,23.82,0.00,0.00,0.00,25.71,27.39,,
Difference,NaN,NaN,NaN,NaN,-0.00,23.63,25.44,26.27,0.00,0.00,,
