"BULWELL BESTWOOD",,,,,,,,,,,,
Grid ref,SK579482,Long,-1.138151,Lat,53.027963,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.53,1.91,1.98,1.78,2.78,0.76,3.46,0.97,1.02,1.00,,
February,3.66,1.38,2.42,0.89,3.14,0.69,2.50,1.86,1.88,0.80,,
March,0.51,1.58,1.56,3.35,1.86,2.26,1.50,1.42,3.11,3.55,,
April,0.74,1.37,2.25,1.08,1.37,1.61,0.32,2.04,2.27,1.36,,
May,1.30,0.99,1.93,4.47,1.51,0.41,1.83,3.29,2.26,1.41,,
June,3.57,0.99,1.65,1.43,0.35,3.21,1.74,3.08,2.53,2.44,,
July,1.97,4.14,1.27,2.52,3.46,1.62,0.28,2.02,3.26,3.72,,
August,4.20,1.37,3.89,5.93,2.73,3.32,1.25,2.26,3.17,3.28,,
September,0.41,1.22,1.20,3.10,1.60,1.67,1.12,0.65,1.74,3.28,,
October,2.30,1.57,2.56,6.44,0.38,1.12,5.46,4.44,0.98,3.08,,
November,2.60,2.48,1.54,1.82,1.24,2.93,3.03,2.26,1.24,0.48,,
December,4.11,4.09,2.06,0.99,1.74,0.67,3.19,2.65,1.61,4.61,,
Total,28.90,23.09,24.31,33.80,22.16,20.27,25.68,26.94,25.07,29.01,,
Calc annual,28.90,23.09,24.31,33.80,22.16,20.27,25.68,26.94,25.07,29.01,,
Difference,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
