"CHURCH STRETTON POLE COTTAGE LONGMYND",,,,,,,,,,,,
Grid ref,SO413938,Long,-2.866900,Lat,52.538879,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.63,,,,,,,,,,,
February,8.70,,,,,,,,,,,
March,1.57,,,,,,,,,,,
April,2.57,,,,,,,,,,,
May,4.14,,,,,,,,,,,
June,4.38,,,,,,,,,,,
July,2.72,,,,,,,,,,,
August,5.36,,,,,,,,,,,
September,1.31,,,,,,,,,,,
October,6.41,,,,,,,,,,,
November,5.30,,,,,,,,,,,
December,6.86,,,,,,,,,,,
Total,53.95,,,,,,,,,,,
Calc annual,53.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
