"GODALMING PEPER HAROW",,,,,,,,,,,,
Grid ref,SU934440,Long,-0.664937,Lat,51.187605,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.56,1.47,,,,,,,,,,
February,5.58,2.27,,,,,,,,,,
March,0.80,2.31,,,,,,,,,,
April,0.80,2.10,,,,,,,,,,
May,1.09,0.66,,,,,,,,,,
June,2.48,1.24,,,,,,,,,,
July,1.41,1.82,,,,,,,,,,
August,2.74,1.67,,,,,,,,,,
September,0.69,1.66,,,,,,,,,,
October,2.18,2.44,,,,,,,,,,
November,2.64,0.56,,,,,,,,,,
December,3.14,4.80,,,,,,,,,,
Total,27.11,23.00,,,,,,,,,,
Calc annual,27.11,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
