"HALIFAX THORPE NO. 2",,,,,,,,,,,,
Grid ref,SE043215,Long,-1.936362,Lat,53.689933,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.46,3.40,3.40,5.39,4.97,2.20,6.54,2.30,4.02,3.38,,
February,5.26,1.63,1.34,5.56,5.42,2.85,4.67,3.42,3.88,2.31,,
March,1.27,4.73,2.45,7.72,2.96,3.96,4.18,4.29,4.07,3.72,,
April,2.75,2.30,2.50,2.48,3.20,3.30,1.80,2.92,2.12,3.86,,
May,1.80,1.44,3.10,4.17,3.63,0.58,3.35,4.12,2.04,2.35,,
June,3.57,1.70,1.63,1.09,0.87,2.84,1.79,6.56,1.88,2.64,,
July,2.96,1.90,2.55,2.63,2.56,2.07,2.19,2.34,3.31,5.52,,
August,6.02,2.30,4.01,4.45,5.29,5.31,3.31,3.37,3.35,3.00,,
September,0.98,1.03,2.32,5.46,0.96,2.47,1.10,0.64,2.65,2.69,,
October,6.09,3.24,4.31,11.31,1.53,3.32,6.80,6.04,2.16,5.46,,
November,4.41,6.63,2.70,2.97,3.21,4.48,5.31,3.24,3.36,1.57,,
December,6.00,8.64,5.58,3.19,3.01,0.96,4.16,4.53,2.74,8.17,,
Total,47.57,38.94,35.89,56.42,37.61,34.34,45.20,43.77,35.58,44.67,,
Calc annual,47.57,38.94,35.89,56.42,37.61,34.34,45.20,43.77,35.58,44.67,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
