"LANCASTER MARTON STREET YARD",,,,,,,,,,,,
Grid ref,SD478614,Long,-2.798698,Lat,54.045911,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.66,,,,,,,,,,,
February,3.71,,,,,,,,,,,
March,0.85,,,,,,,,,,,
April,2.54,,,,,,,,,,,
May,2.01,,,,,,,,,,,
June,2.50,,,,,,,,,,,
July,2.57,,,,,,,,,,,
August,5.26,,,,,,,,,,,
September,2.36,,,,,,,,,,,
October,7.44,,,,,,,,,,,
November,3.97,,,,,,,,,,,
December,4.99,,,,,,,,,,,
Total,42.86,,,,,,,,,,,
Calc annual,42.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
