"BURY (GIN HALL) NO.2",,,,,,,,,,,,
Grid ref,SD804141,Long,-2.297806,Lat,53.623066,,,,,,,
Station no,2867,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.30,3.50,3.46,3.86,4.09,2.43,6.61,2.66,4.62,2.87,,
February,3.97,1.83,2.17,4.63,4.60,2.83,4.87,2.86,4.28,3.01,,
March,0.72,2.53,2.87,4.99,2.90,4.20,3.88,4.11,3.91,3.46,,
April,3.09,2.72,2.82,2.94,2.85,3.96,2.41,2.13,2.86,3.90,,
May,2.31,1.35,3.37,4.16,2.81,0.64,4.25,4.62,3.08,2.83,,
June,3.75,2.39,1.70,1.98,1.53,3.49,2.28,8.17,2.19,2.57,,
July,2.83,1.47,3.35,3.89,1.85,2.78,1.90,2.98,5.35,6.65,,
August,6.33,2.99,4.68,6.28,4.91,4.95,5.38,5.13,3.90,3.23,,
September,1.67,1.82,2.01,5.57,1.64,2.87,1.66,1.44,4.60,3.23,,
October,6.00,3.11,5.14,9.94,2.92,4.08,6.85,4.68,2.35,6.47,,
November,4.14,6.16,2.75,4.29,4.63,4.93,4.45,3.98,3.51,1.91,,
December,6.18,3.69,3.72,2.33,3.51,1.03,6.13,4.56,3.51,8.36,,
Total,48.29,33.56,38.04,54.86,38.24,38.19,50.67,47.32,44.16,48.49,,
Calc annual,48.29,33.56,38.04,54.86,38.24,38.19,50.67,47.32,44.16,48.49,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
