"CRANBROOK SWATTENDEN",,,,,,,,,,,,
Grid ref,TQ772342,Long,0.528371,Lat,51.079758,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.59,1.03,1.17,2.57,4.90,1.22,4.22,1.26,1.59,,,
February,5.66,1.95,1.52,1.73,3.14,0.84,2.71,1.62,1.14,,,
March,1.26,1.79,1.48,2.95,1.63,3.63,1.72,0.90,2.54,,,
April,1.22,2.21,0.84,2.22,0.95,2.57,1.01,3.44,2.47,,,
May,0.98,1.07,2.45,3.54,2.33,1.66,2.39,2.61,1.19,,,
June,2.30,1.74,2.42,4.11,1.26,4.77,1.66,1.61,1.33,,,
July,1.03,2.36,1.46,4.03,1.05,1.38,1.02,1.20,3.23,,,
August,2.39,1.68,4.16,3.27,1.07,3.47,0.77,2.24,4.62,,,
September,0.92,0.64,0.68,3.02,1.14,3.18,1.73,0.70,1.43,,,
October,2.07,2.19,2.35,5.68,2.24,2.36,4.90,5.29,1.80,,,
November,2.93,0.73,2.58,2.34,1.70,4.79,6.18,2.63,1.13,,,
December,3.42,5.09,2.22,1.76,3.62,0.74,2.39,2.85,3.80,,,
Total,27.77,22.48,23.33,37.22,25.03,30.61,30.70,26.35,26.27,,,
Calc annual,27.77,22.48,23.33,37.22,25.03,30.61,30.70,26.35,26.27,0.00,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,NaN,,
