"BIRMINGHAM OLTON",,,,,,,,,,,,
Grid ref,SP133823,Long,-1.805780,Lat,52.438512,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.35,,,,,,,,,,
February,,1.88,,,,,,,,,,
March,,1.89,,,,,,,,,,
April,,1.93,,,,,,,,,,
May,,1.28,,,,,,,,,,
June,,2.53,,,,,,,,,,
July,,2.76,,,,,,,,,,
August,,2.19,,,,,,,,,,
September,,0.92,,,,,,,,,,
October,,1.70,,,,,,,,,,
November,,1.00,,,,,,,,,,
December,,5.30,,,,,,,,,,
Total,,24.73,,,,,,,,,,
Calc annual,0.00,24.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
