"HARTLEY MAUDIT RECTORY",,,,,,,,,,,,
Grid ref,SU742365,Long,-0.941153,Lat,51.122988,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.45,1.51,0.92,,,,,,,,,
February,5.24,1.94,1.32,,,,,,,,,
March,0.72,2.28,1.97,,,,,,,,,
April,0.76,2.06,0.53,,,,,,,,,
May,1.21,0.45,2.05,,,,,,,,,
June,3.04,1.50,4.27,,,,,,,,,
July,0.96,4.29,1.16,,,,,,,,,
August,2.77,1.88,,,,,,,,,,
September,0.53,1.49,,,,,,,,,,
October,2.19,3.37,,,,,,,,,,
November,2.55,0.53,,,,,,,,,,
December,3.60,4.35,,,,,,,,,,
Total,27.02,25.65,,,,,,,,,,
Calc annual,27.02,25.65,12.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
