"MARESFIELD FOREST LODGE",,,,,,,,,,,,
Grid ref,TQ4526626165,Long,0.069606,Lat,51.016521,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.05,1.04,1.33,2.83,,,,,,,,
February,6.09,2.18,1.55,1.60,,,,,,,,
March,0.98,2.13,1.78,3.00,,,,,,,,
April,1.29,2.69,1.09,2.34,,,,,,,,
May,0.74,1.21,2.32,2.40,,,,,,,,
June,3.26,1.11,3.32,3.39,,,,,,,,
July,0.99,1.90,1.44,3.16,,,,,,,,
August,2.06,1.55,4.82,3.96,,,,,,,,
September,1.17,1.42,0.52,2.98,,,,,,,,
October,2.35,2.69,2.44,7.52,,,,,,,,
November,4.20,0.71,2.83,2.15,,,,,,,,
December,4.00,5.62,2.27,2.88,,,,,,,,
Total,31.18,24.25,25.71,38.21,,,,,,,,
Calc annual,31.18,24.25,25.71,38.21,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
