"BOSLEY MINNS",,,,,,,,,,,,
Grid ref,SJ940662,Long,-2.091260,Lat,53.192851,,,,,,,
Station no,RR71,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.13,2.25,1.20,2.61,2.26,0.73,3.38,0.89,1.69,0.92,,
February,3.29,1.20,1.53,1.31,2.55,1.14,2.02,1.13,1.86,0.90,,
March,0.94,1.44,2.27,3.14,1.39,2.36,1.60,1.29,2.45,2.54,,
April,2.51,2.31,2.17,1.69,1.28,1.78,1.26,1.92,2.23,2.01,,
May,1.66,1.49,3.81,2.31,2.36,0.50,3.88,3.11,2.42,1.95,,
June,3.96,1.35,1.66,1.22,0.64,1.52,1.64,4.45,2.63,2.85,,
July,3.38,2.53,2.37,3.01,1.68,2.12,0.81,3.35,4.01,4.58,,
August,4.53,2.37,3.20,4.24,4.41,4.29,1.55,4.17,3.21,2.90,,
September,1.01,1.40,1.47,5.40,1.67,1.84,1.96,0.83,4.01,2.75,,
October,3.60,2.49,3.45,6.83,0.99,2.04,5.96,4.93,-999.00,4.52,,
November,3.01,3.01,2.55,3.16,2.19,3.47,1.66,1.97,1.79,0.85,,
December,3.64,4.29,1.67,1.86,1.40,0.51,2.47,1.94,2.67,6.37,,
Total,36.66,26.13,27.35,36.78,22.82,22.30,28.19,29.98,30.25,33.14,,
Calc annual,36.66,26.13,27.35,36.78,22.82,22.30,28.19,29.98,28.97,33.14,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,0.00,,
