"OLDHAM BRUSHES CLOUGH",,,,,,,,,,,,
Grid ref,SD955097,Long,-2.069445,Lat,53.583868,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.89,2.86,3.67,4.88,4.81,2.79,5.78,2.38,4.62,3.12,,
February,3.74,2.05,1.49,5.20,4.48,2.58,3.89,2.63,4.02,2.61,,
March,0.91,3.58,3.07,5.41,3.06,4.62,4.19,3.92,3.33,3.82,,
April,3.33,2.83,2.18,2.43,3.44,3.57,1.73,2.52,2.17,4.27,,
May,1.73,1.94,3.29,3.94,3.28,0.71,3.58,4.27,2.59,2.35,,
June,6.38,2.84,1.16,1.67,1.09,3.13,1.59,9.47,2.24,2.30,,
July,3.90,2.86,3.68,4.74,1.77,2.80,2.60,3.91,5.40,7.14,,
August,6.11,2.70,3.88,5.88,5.39,4.73,5.51,4.75,4.41,3.83,,
September,2.26,1.02,2.87,5.95,2.10,3.82,1.74,1.06,5.15,2.96,,
October,6.47,4.11,5.97,10.12,2.34,4.05,7.98,6.31,1.99,7.28,,
November,3.91,7.21,2.52,4.44,4.10,4.77,4.80,3.58,3.00,1.72,,
December,6.68,6.07,4.17,2.57,3.90,1.14,4.10,5.29,3.68,8.69,,
Total,52.31,40.07,37.95,57.23,39.76,38.71,47.49,50.09,42.60,50.09,,
Calc annual,52.31,40.07,37.95,57.23,39.76,38.71,47.49,50.09,42.60,50.09,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
