"LOUGHBOROUGH SEWAGE FARM",,,,,,,,,,,,
Grid ref,SK530213,Long,-1.215581,Lat,52.786681,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,1.31,2.43,3.24,0.83,3.19,0.90,0.76,1.03,,
February,,,1.83,1.04,2.97,0.72,1.87,1.15,1.13,0.63,,
March,,,1.48,3.62,1.82,2.64,1.25,0.66,2.62,2.90,,
April,,,1.91,2.02,1.17,1.07,0.67,2.08,2.51,1.00,,
May,,,2.24,2.81,1.62,0.23,2.09,3.28,1.72,0.85,,
June,,,2.39,1.71,0.36,3.22,2.36,2.71,1.46,1.86,,
July,,,1.54,1.63,3.08,1.13,0.54,2.79,2.68,1.96,,
August,,,3.39,4.35,3.92,2.68,0.82,2.07,2.59,2.37,,
September,,,1.16,2.47,1.49,1.67,0.97,0.85,1.42,2.62,,
October,,,2.01,5.12,0.37,1.13,4.99,4.21,0.86,2.58,,
November,,,1.39,1.67,0.95,2.36,3.08,2.06,1.27,0.58,,
December,,,1.63,1.51,1.58,0.72,2.11,3.49,1.46,3.91,,
Total,,,22.28,30.38,22.57,18.40,23.94,26.25,20.48,22.29,,
Calc annual,0.00,0.00,22.28,30.38,22.57,18.40,23.94,26.25,20.48,22.29,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
