"DUNKELD WOODBERRY DOWN N",,,,,,,,,,,,
Grid ref,TQ323875,Long,-0.092419,Lat,51.570856,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.91,1.94,0.76,,
February,,,,,,,,1.08,1.55,,,
March,,,,,,,,1.04,2.37,,,
April,,,,,,,,3.20,2.68,1.94,,
May,,,,,,,,1.82,1.84,1.87,,
June,,,,,,,,2.00,1.13,3.92,,
July,,,,,,,,2.56,3.37,3.27,,
August,,,,,,,0.76,1.76,,,,
September,,,,,,,1.96,0.69,,,,
October,,,,,,,3.05,2.78,2.19,,,
November,,,,,,,,2.41,0.69,,,
December,,,,,,,6.26,3.77,1.76,,,
Total,,,,,,,,24.02,23.41,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,12.03,24.02,19.52,11.76,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,3.89,NaN,,
