"SELBORNE CONEYCROFT",,,,,,,,,,,,
Grid ref,SU735339,Long,-0.951683,Lat,51.099703,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,6.88,,,,,
February,,,,,,,3.50,,,,,
March,,,,,,,1.65,,,,,
April,,,,,,,1.04,,,,,
May,,,,,,,2.12,,,,,
June,,,,,,,2.11,,,,,
July,,,,,,,0.43,,,,,
August,,,,,,,1.50,,,,,
September,,,,,,,1.60,,,,,
October,,,,,,,5.98,,,,,
November,,,,,,,4.58,,,0.94,,
December,,,,,,,2.08,,,,,
Total,,,,,,,33.47,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,33.47,0.00,0.00,0.94,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,,
