"BALCOMBE HIGHLEY MANOR",,,,,,,,,,,,
Grid ref,TQ3003531811,Long,-0.145380,Lat,51.070907,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,1.09,2.61,5.28,,,,,,,
February,,,1.71,1.58,3.58,,,,,,,
March,,,2.07,2.94,1.37,,,,,,,
April,,,1.04,2.39,1.70,,,,,,,
May,,,3.00,2.64,3.80,,,,,,,
June,,,3.26,4.30,1.03,,,,,,,
July,,,2.21,3.87,0.83,,,,,,,
August,,,4.63,4.29,1.61,,,,,,,
September,,,1.54,3.00,1.99,,,,,,,
October,,,2.29,6.75,2.55,,,,,,,
November,,,3.01,2.13,1.80,,,,,,,
December,,,1.78,2.35,4.15,,,,,,,
Total,,,27.63,38.85,29.69,,,,,,,
Calc annual,0.00,0.00,27.63,38.85,29.69,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
