"ESHER SEWAGE WORKS",,,,,,,,,,,,
Grid ref,TQ133660,Long,-0.373332,Lat,51.381751,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.08,1.18,0.79,2.43,2.96,0.87,3.24,0.63,1.49,0.57,,
February,3.76,1.16,0.70,1.09,2.63,0.59,1.53,1.26,0.71,0.33,,
March,1.08,1.94,1.61,2.42,1.34,3.28,0.90,0.66,2.37,2.75,,
April,0.88,2.06,0.69,1.69,0.85,1.33,0.43,3.25,2.15,1.37,,
May,0.85,0.28,2.08,1.92,2.16,0.27,1.16,1.51,1.44,1.31,,
June,2.13,1.40,3.86,6.36,0.53,4.23,1.71,1.93,2.69,3.56,,
July,1.34,2.51,0.97,3.11,1.72,0.58,0.88,1.24,2.84,2.73,,
August,2.75,1.74,3.61,3.93,1.43,2.64,0.76,2.16,2.59,1.69,,
September,0.50,1.18,3.85,3.25,1.12,1.66,1.51,0.53,1.18,2.66,,
October,1.78,1.72,1.30,5.26,1.51,1.05,3.60,3.49,2.24,3.22,,
November,1.86,0.42,1.99,1.61,1.48,2.73,2.96,1.93,0.59,0.80,,
December,2.36,3.05,1.25,1.59,2.03,0.62,1.66,2.65,1.66,2.46,,
Total,22.37,18.64,22.70,34.66,19.76,19.85,20.34,21.24,21.95,23.45,,
Calc annual,22.37,18.64,22.70,34.66,19.76,19.85,20.34,21.24,21.95,23.45,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
