"PENISTONE INGBIRCHWORTH RESERVOIR",,,,,,,,,,,,
Grid ref,SE220059,Long,-1.669433,Lat,53.549277,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.06,2.11,2.04,3.85,4.35,0.96,4.77,1.36,2.63,2.12,,
February,4.89,1.40,1.46,4.76,5.69,1.89,3.10,2.45,2.42,1.78,,
March,0.90,3.21,1.37,6.23,2.90,3.41,2.80,2.67,3.92,4.23,,
April,1.82,1.90,2.56,2.21,2.25,2.82,0.80,2.74,2.47,2.14,,
May,1.86,1.43,3.18,4.01,3.06,0.66,2.99,5.29,3.09,1.60,,
June,2.97,1.06,1.67,1.92,1.40,2.88,2.79,4.86,2.64,4.90,,
July,2.60,4.78,2.33,2.68,2.46,1.52,2.00,2.16,3.53,4.73,,
August,6.22,1.32,4.23,3.15,4.45,3.97,2.28,2.33,3.41,2.46,,
September,0.63,0.53,2.53,5.84,0.97,1.77,0.62,0.40,2.46,2.89,,
October,4.22,2.07,4.52,10.39,1.08,2.61,7.75,6.80,1.87,3.87,,
November,2.69,4.61,2.70,2.14,2.29,5.54,4.50,3.25,1.84,1.23,,
December,4.78,5.73,3.88,2.33,2.56,0.87,2.57,3.20,1.63,5.88,,
Total,37.64,30.15,32.47,49.51,33.46,28.90,36.97,37.51,31.91,37.83,,
Calc annual,37.64,30.15,32.47,49.51,33.46,28.90,36.97,37.51,31.91,37.83,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,,
