"ANTONY HOUSE [DEVENPORT]",,,,,,,,,,,,
Grid ref,SX417563,Long,-4.228060,Lat,50.385227,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.30,,,,,,,,,,,
February,6.40,,,,,,,,,,,
March,2.47,,,,,,,,,,,
April,2.27,,,,,,,,,,,
May,1.73,,,,,,,,,,,
June,4.34,,,,,,,,,,,
July,1.24,,,,,,,,,,,
August,3.39,,,,,,,,,,,
September,1.57,,,,,,,,,,,
October,2.57,,,,,,,,,,,
November,4.96,,,,,,,,,,,
December,6.61,,,,,,,,,,,
Total,43.85,,,,,,,,,,,
Calc annual,43.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
