"CREWE QUEENS PARK",,,,,,,,,,,,
Grid ref,SJ687556,Long,-2.468881,Lat,53.096678,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.05,,
February,,,,,,,,,,0.15,,
March,,,,,,,,,,1.80,,
April,,,,,,,,,,1.30,,
May,,,,,,,,,,0.55,,
June,,,,,,,,,,2.91,,
July,,,,,,,,,,3.17,,
August,,,,,,,,,,1.68,,
September,,,,,,,,,,2.11,,
October,,,,,,,,,,3.45,,
November,,,,,,,,,,0.45,,
December,,,,,,,,,,3.16,,
Total,,,,,,,,,,21.78,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.78,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
