"BLACKSTONE EDGE",,,,,,,,,,,,
Grid ref,SD968180,Long,-2.049897,Lat,53.658480,,,,,,,
Station no,2902,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.70,2.20,2.90,3.70,2.90,0.80,3.70,1.00,2.65,2.06,,
February,3.90,1.00,1.60,3.20,2.90,0.80,2.10,1.37,1.80,1.20,,
March,0.60,3.10,1.60,4.70,1.60,2.60,2.10,2.55,2.48,2.35,,
April,2.50,2.40,2.00,1.20,2.20,1.80,1.00,1.98,1.55,3.60,,
May,1.10,2.00,2.60,4.20,1.60,0.80,2.30,3.23,2.38,2.08,,
June,4.00,1.80,1.50,1.10,1.80,2.20,1.60,6.00,1.76,2.26,,
July,2.50,1.70,2.30,3.60,1.50,2.30,1.60,2.37,3.68,5.00,,
August,5.90,2.20,3.70,4.50,4.90,5.70,4.10,3.28,3.22,3.22,,
September,1.90,1.00,2.40,5.00,0.50,2.00,0.80,0.76,3.27,2.53,,
October,5.50,3.30,4.50,8.00,1.70,2.50,6.00,5.64,2.49,4.35,,
November,3.50,6.50,2.70,2.20,2.00,3.30,3.80,3.18,1.83,0.85,,
December,6.00,3.70,3.10,1.70,2.10,0.60,2.00,3.13,2.04,5.10,,
Total,43.10,30.90,30.90,43.10,25.70,25.40,31.10,34.49,29.15,34.60,,
Calc annual,43.10,30.90,30.90,43.10,25.70,25.40,31.10,34.49,29.15,34.60,,
Difference,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,,
