"MOTTRAM STATION",,,,,,,,,,,,
Grid ref,SJ989937,Long,-2.018026,Lat,53.440073,,,,,,,
Station no,RR138,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.16,2.06,2.90,1.94,2.22,2.04,3.40,1.11,2.17,1.37,,
February,2.14,1.38,0.65,2.33,2.82,1.78,2.74,1.95,3.34,2.36,,
March,0.73,2.14,1.68,3.42,1.70,3.40,2.97,2.76,3.01,2.34,,
April,2.18,2.07,1.89,1.45,1.84,2.27,1.92,1.52,1.90,2.60,,
May,1.18,0.63,2.57,2.00,2.40,0.64,3.41,3.99,2.73,1.75,,
June,3.37,1.13,1.61,1.00,0.68,2.91,1.65,5.43,1.95,2.74,,
July,3.46,2.20,2.71,2.58,1.45,1.80,2.80,2.80,3.81,5.59,,
August,4.03,1.44,2.49,3.45,3.94,4.05,2.94,3.76,3.36,2.94,,
September,1.17,0.41,0.90,3.42,0.96,3.07,1.19,0.43,4.67,2.74,,
October,3.43,2.76,4.41,6.40,1.32,3.10,4.75,3.85,0.99,4.65,,
November,1.16,4.51,0.75,3.57,2.85,3.10,2.95,2.32,2.83,1.05,,
December,3.52,4.55,1.95,0.77,2.75,0.58,3.28,2.20,2.80,6.51,,
Total,29.53,25.28,24.51,32.33,24.93,28.74,34.00,32.12,33.56,36.64,,
Calc annual,29.53,25.28,24.51,32.33,24.93,28.74,34.00,32.12,33.56,36.64,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,,
